Откуда,Куда,Время отправления,Время прибытия,Время в дороге,Маршрут,Взрослый,Детский
Глубокий,Мокрый Батай,1:35,2:30,55,5,1500,750
Глубокий,Батайск,1:35,2:35,60,5,1500,750
Глубокий,Аксай,1:35,3:00,85,5,1500,750
Глубокий,Ростов-на-Дону,1:35,3:00,85,5,1500,750
Глубокий,Новочеркасск,1:35,2:45,70,5,1500,750
Глубокий,Новошахтинск,1:35,1:58,23,5,1500,750
Глубокий,Шахты,1:35,2:10,35,5,1500,750
Глубокий,Красный Сулин,1:35,2:20,45,5,1500,750
Глубокий,Зверево,1:35,2:35,60,5,1500,750
Тарасовский,Курская,1:25,12:15,650,5,1500,750
Тарасовский,Нефтекумск,1:25,12:45,680,5,1500,750
Тарасовский,Советская,1:25,11:15,590,5,1500,750
Тарасовский,Левокумское,1:25,12:25,660,5,1500,750
Тарасовский,Буденновск,1:25,11:45,620,5,1500,750
Тарасовский,Георгиевск,1:25,10:15,530,5,1500,750
Тарасовский,Новопавловск,1:25,10:40,555,5,1500,750
Тарасовский,Пятигорск,1:25,11:15,590,5,1500,750
Тарасовский,Благодарный,1:25,10:30,545,5,1500,750
Тарасовский,Минеральные Воды,1:25,10:55,570,5,1500,750
Тарасовский,Александровское,1:25,8:50,445,5,1500,750
Тарасовский,Светлоград,1:25,9:15,470,5,1500,750
Тарасовский,Ставрополь,1:25,8:15,410,5,1500,750
Тарасовский,Михайловск,1:25,7:00,335,5,1500,750
Тарасовский,Донское,1:25,8:05,400,5,1500,750
Тарасовский,Безопасное,1:25,5:50,265,5,1500,750
Тарасовский,Красногвардейское,1:25,7:05,340,5,1500,750
Тарасовский,Песчанокопское,1:25,6:05,280,5,1500,750
Тарасовский,Егорлыкская,1:25,5:15,230,5,1500,750
Тарасовский,Мечетинская,1:25,3:20,115,5,1500,750
Тарасовский,Зерноград,1:25,3:10,105,5,1500,750
Тарасовский,Экспериментальный,1:25,3:00,95,5,1500,750
Тарасовский,Кагальницкая,1:25,2:50,85,5,1500,750
Тарасовский,Кировская,1:25,2:40,75,5,1500,750
Тарасовский,Мокрый Батай,1:25,2:30,65,5,1500,750
Тарасовский,Батайск,1:25,2:35,70,5,1500,750
Тарасовский,Аксай,1:25,3:00,95,5,1500,750
Тарасовский,Ростов-на-Дону,1:25,3:00,95,5,1500,750
Тарасовский,Новочеркасск,1:25,2:45,80,5,1500,750
Тарасовский,Новошахтинск,1:25,1:58,33,5,1500,750
Тарасовский,Шахты,1:25,2:10,45,5,1500,750
Тарасовский,Красный Сулин,1:25,1:55,30,5,1500,750
Тарасовский,Зверево,1:25,1:55,30,5,1500,750
Лихой,Курская,0:05,12:15,730,5,1500,750
Лихой,Нефтекумск,0:05,12:45,760,5,1500,750
Лихой,Советская,0:05,11:15,670,5,1500,750
Лихой,Левокумское,0:05,12:25,740,5,1500,750
Лихой,Буденновск,0:05,11:45,700,5,1500,750
Лихой,Георгиевск,0:05,10:15,610,5,1500,750
Лихой,Новопавловск,0:05,10:40,635,5,1500,750
Лихой,Пятигорск,0:05,11:15,670,5,1500,750
Лихой,Благодарный,0:05,10:30,625,5,1500,750
Лихой,Минеральные Воды,0:05,10:55,650,5,1500,750
Лихой,Александровское,0:05,8:50,525,5,1500,750
Лихой,Светлоград,0:05,9:15,550,5,1500,750
Лихой,Ставрополь,0:05,8:15,490,5,1500,750
Лихой,Михайловск,0:50,7:00,370,5,1500,750
Лихой,Донское,0:05,8:05,480,5,1500,750
Лихой,Безопасное,0:50,5:50,300,5,1500,750
Лихой,Красногвардейское,0:05,7:05,420,5,1500,750
Лихой,Песчанокопское,0:05,6:05,360,5,1500,750
Лихой,Егорлыкская,0:05,5:15,310,5,1500,750
Лихой,Мечетинская,0:50,3:20,150,5,1500,750
Лихой,Зерноград,0:50,3:10,140,5,1500,750
Лихой,Экспериментальный,0:50,3:00,130,5,1500,750
Лихой,Кагальницкая,0:50,2:50,120,5,1500,750
Лихой,Кировская,0:50,2:40,110,5,1500,750
Лихой,Мокрый Батай,0:50,2:30,100,5,1500,750
Лихой,Батайск,0:50,2:35,105,5,1500,750
Лихой,Аксай,0:05,3:00,175,5,1500,750
Лихой,Ростов-на-Дону,0:05,3:00,175,5,1500,750
Лихой,Новочеркасск,0:05,2:45,160,5,1500,750
Лихой,Новошахтинск,0:05,1:28,83,5,1500,750
Лихой,Шахты,0:05,2:10,125,5,1500,750
Лихой,Красный Сулин,0:05,1:20,75,5,1500,750
Каменск-Шахтинский,Курская,1:45,12:15,630,5,1500,750
Каменск-Шахтинский,Нефтекумск,1:45,12:45,660,5,1500,750
Каменск-Шахтинский,Советская,1:45,11:15,570,5,1500,750
Каменск-Шахтинский,Левокумское,1:45,12:25,640,5,1500,750
Каменск-Шахтинский,Буденновск,1:45,11:45,600,5,1500,750
Каменск-Шахтинский,Георгиевск,1:45,10:15,510,5,1500,750
Каменск-Шахтинский,Новопавловск,1:45,10:40,535,5,1500,750
Каменск-Шахтинский,Пятигорск,1:45,11:15,570,5,1500,750
Каменск-Шахтинский,Благодарный,1:45,10:30,525,5,1500,750
Каменск-Шахтинский,Минеральные Воды,1:45,10:55,550,5,1500,750
Каменск-Шахтинский,Александровское,1:45,8:50,425,5,1500,750
Каменск-Шахтинский,Светлоград,1:45,9:15,450,5,1500,750
Каменск-Шахтинский,Ставрополь,1:45,8:15,390,5,1500,750
Каменск-Шахтинский,Михайловск,1:45,7:00,315,5,1500,750
Каменск-Шахтинский,Донское,1:45,8:05,380,5,1500,750
Каменск-Шахтинский,Безопасное,1:45,5:50,245,5,1500,750
Каменск-Шахтинский,Красногвардейское,1:45,7:05,320,5,1500,750
Каменск-Шахтинский,Песчанокопское,1:45,6:05,260,5,1500,750
Каменск-Шахтинский,Егорлыкская,1:45,5:15,210,5,1500,750
Каменск-Шахтинский,Мечетинская,1:45,3:20,95,5,1500,750
Каменск-Шахтинский,Зерноград,1:45,3:10,85,5,1500,750
Каменск-Шахтинский,Экспериментальный,1:45,3:00,75,5,1500,750
Каменск-Шахтинский,Кагальницкая,1:45,2:50,65,5,1500,750
Каменск-Шахтинский,Кировская,1:45,2:40,55,5,1500,750
Каменск-Шахтинский,Мокрый Батай,1:45,2:30,45,5,1500,750
Каменск-Шахтинский,Батайск,1:45,2:35,50,5,1500,750
Каменск-Шахтинский,Аксай,1:45,3:00,75,5,1500,750
Каменск-Шахтинский,Ростов-на-Дону,1:45,3:00,75,5,1500,750
Каменск-Шахтинский,Новочеркасск,1:45,2:45,60,5,1500,750
Каменск-Шахтинский,Новошахтинск,1:45,2:28,43,5,1500,750
Каменск-Шахтинский,Шахты,1:45,2:10,25,5,1500,750
Каменск-Шахтинский,Красный Сулин,1:45,2:20,35,5,1500,750
Гуково,Курская,2:46,12:15,569,5,1500,750
Гуково,Нефтекумск,2:46,12:45,599,5,1500,750
Гуково,Советская,2:46,11:15,509,5,1500,750
Гуково,Левокумское,2:46,12:25,579,5,1500,750
Гуково,Буденновск,2:46,11:45,539,5,1500,750
Гуково,Георгиевск,2:46,10:15,449,5,1500,750
Гуково,Новопавловск,2:46,10:40,474,5,1500,750
Гуково,Пятигорск,2:46,11:15,509,5,1500,750
Гуково,Благодарный,2:46,10:30,464,5,1500,750
Гуково,Минеральные Воды,2:46,10:55,489,5,1500,750
Гуково,Александровское,2:46,8:50,364,5,1500,750
Гуково,Светлоград,2:46,9:15,389,5,1500,750
Гуково,Ставрополь,2:46,8:15,329,5,1500,750
Гуково,Михайловск,2:46,7:00,254,5,1500,750
Гуково,Донское,2:46,8:05,319,5,1500,750
Гуково,Безопасное,2:46,5:50,184,5,1500,750
Гуково,Красногвардейское,2:46,7:05,259,5,1500,750
Гуково,Песчанокопское,2:46,6:05,199,5,1500,750
Гуково,Егорлыкская,2:46,5:15,149,5,1500,750
Гуково,Мечетинская,2:46,3:20,34,5,1500,750
Гуково,Зерноград,2:46,3:10,24,5,1500,750
Гуково,Экспериментальный,2:46,3:00,14,5,1500,750
Гуково,Кагальницкая,2:46,3:26,40,5,1500,750
Гуково,Кировская,2:46,3:20,34,5,1500,750
Гуково,Мокрый Батай,2:46,3:15,29,5,1500,750
Гуково,Батайск,2:46,3:16,30,5,1500,750
Гуково,Аксай,2:46,3:00,14,5,1500,750
Гуково,Ростов-на-Дону,2:46,3:00,14,5,1500,750
Гуково,Новочеркасск,2:46,3:16,30,5,1500,750
Гуково,Новошахтинск,2:46,3:28,42,5,1500,750
Гуково,Шахты,2:46,4:10,84,5,1500,750
Зверево,Курская,1:05,12:15,670,5,1500,750
Зверево,Нефтекумск,1:05,12:45,700,5,1500,750
Зверево,Советская,1:05,11:15,610,5,1500,750
Зверево,Левокумское,1:05,12:25,680,5,1500,750
Зверево,Буденновск,1:05,11:45,640,5,1500,750
Зверево,Георгиевск,1:05,10:15,550,5,1500,750
Зверево,Новопавловск,1:05,10:40,575,5,1500,750
Зверево,Пятигорск,1:05,11:15,610,5,1500,750
Зверево,Благодарный,1:05,10:30,565,5,1500,750
Зверево,Минеральные Воды,1:05,10:55,590,5,1500,750
Зверево,Александровское,1:05,8:50,465,5,1500,750
Зверево,Светлоград,1:05,9:15,490,5,1500,750
Зверево,Ставрополь,1:05,8:15,430,5,1500,750
Зверево,Михайловск,1:05,7:00,355,5,1500,750
Зверево,Донское,1:05,8:05,420,5,1500,750
Зверево,Безопасное,1:05,5:50,285,5,1500,750
Зверево,Красногвардейское,1:05,7:05,360,5,1500,750
Зверево,Песчанокопское,1:05,6:05,300,5,1500,750
Зверево,Егорлыкская,1:05,5:15,250,5,1500,750
Зверево,Мечетинская,1:05,3:20,135,5,1500,750
Зверево,Зерноград,1:05,3:10,125,5,1500,750
Зверево,Экспериментальный,1:05,3:00,115,5,1500,750
Зверево,Кагальницкая,1:05,2:50,105,5,1500,750
Зверево,Кировская,1:05,2:40,95,5,1500,750
Зверево,Мокрый Батай,1:05,2:30,85,5,1500,750
Зверево,Батайск,1:05,2:35,90,5,1500,750
Зверево,Аксай,1:05,3:00,115,5,1500,750
Зверево,Ростов-на-Дону,1:05,3:00,115,5,1500,750
Красный Сулин,Курская,1:20,12:15,655,5,1500,750
Красный Сулин,Нефтекумск,1:20,12:45,685,5,1500,750
Красный Сулин,Советская,1:20,11:15,595,5,1500,750
Красный Сулин,Левокумское,1:20,12:25,665,5,1500,750
Красный Сулин,Буденновск,1:20,11:45,625,5,1500,750
Красный Сулин,Георгиевск,1:20,10:15,535,5,1500,750
Красный Сулин,Новопавловск,1:20,10:40,560,5,1500,750
Красный Сулин,Пятигорск,1:20,11:15,595,5,1500,750
Красный Сулин,Благодарный,1:20,10:30,550,5,1500,750
Красный Сулин,Минеральные Воды,1:20,10:55,575,5,1500,750
Красный Сулин,Александровское,1:20,8:50,450,5,1500,750
Красный Сулин,Светлоград,1:20,9:15,475,5,1500,750
Красный Сулин,Ставрополь,1:20,8:15,415,5,1500,750
Красный Сулин,Михайловск,1:20,7:00,340,5,1500,750
Красный Сулин,Донское,1:20,8:05,405,5,1500,750
Красный Сулин,Безопасное,1:20,5:50,270,5,1500,750
Красный Сулин,Красногвардейское,1:20,7:05,345,5,1500,750
Красный Сулин,Песчанокопское,1:20,6:05,285,5,1500,750
Красный Сулин,Егорлыкская,1:20,5:15,235,5,1500,750
Красный Сулин,Мечетинская,1:20,3:20,120,5,1500,750
Красный Сулин,Зерноград,1:20,3:10,110,5,1500,750
Красный Сулин,Экспериментальный,1:20,3:00,100,5,1500,750
Красный Сулин,Кагальницкая,1:20,2:50,90,5,1500,750
Красный Сулин,Кировская,1:20,2:40,80,5,1500,750
Красный Сулин,Мокрый Батай,1:20,2:30,70,5,1500,750
Красный Сулин,Батайск,1:20,2:35,75,5,1500,750
Красный Сулин,Аксай,1:20,3:00,100,5,1500,750
Красный Сулин,Ростов-на-Дону,1:20,3:00,100,5,1500,750
Шахты,Курская,2:10,12:15,605,5,1500,750
Шахты,Нефтекумск,2:10,12:45,635,5,1500,750
Шахты,Советская,2:10,11:15,545,5,1500,750
Шахты,Левокумское,2:10,12:25,615,5,1500,750
Шахты,Буденновск,2:10,11:45,575,5,1500,750
Шахты,Георгиевск,2:10,10:15,485,5,1500,750
Шахты,Новопавловск,2:10,10:40,510,5,1500,750
Шахты,Пятигорск,2:10,11:15,545,5,1500,750
Шахты,Благодарный,2:10,10:30,500,5,1500,750
Шахты,Минеральные Воды,2:10,10:55,525,5,1500,750
Шахты,Александровское,2:10,8:50,400,5,1500,750
Шахты,Светлоград,2:10,9:15,425,5,1500,750
Шахты,Ставрополь,2:10,8:15,365,5,1500,750
Шахты,Михайловск,2:10,7:00,290,5,1500,750
Шахты,Донское,2:10,8:05,355,5,1500,750
Шахты,Безопасное,2:10,5:50,220,5,1500,750
Шахты,Красногвардейское,2:10,7:05,295,5,1500,750
Шахты,Песчанокопское,2:10,6:05,235,5,1500,750
Шахты,Егорлыкская,2:10,5:15,185,5,1500,750
Шахты,Мечетинская,2:10,3:20,70,5,1500,750
Шахты,Зерноград,2:10,3:10,60,5,1500,750
Шахты,Экспериментальный,2:10,3:00,50,5,1500,750
Шахты,Кагальницкая,2:10,2:50,40,5,1500,750
Шахты,Кировская,2:10,2:40,30,5,1500,750
Новошахтинск,Курская,1:30,12:15,645,5,1500,750
Новошахтинск,Нефтекумск,1:30,12:45,675,5,1500,750
Новошахтинск,Советская,1:30,11:15,585,5,1500,750
Новошахтинск,Левокумское,1:30,12:25,655,5,1500,750
Новошахтинск,Буденновск,1:30,11:45,615,5,1500,750
Новошахтинск,Георгиевск,1:30,10:15,525,5,1500,750
Новошахтинск,Новопавловск,1:30,10:40,550,5,1500,750
Новошахтинск,Пятигорск,1:30,11:15,585,5,1500,750
Новошахтинск,Благодарный,1:30,10:30,540,5,1500,750
Новошахтинск,Минеральные Воды,1:30,10:55,565,5,1500,750
Новошахтинск,Александровское,1:30,8:50,440,5,1500,750
Новошахтинск,Светлоград,1:30,9:15,465,5,1500,750
Новошахтинск,Ставрополь,1:30,8:15,405,5,1500,750
Новошахтинск,Михайловск,1:30,7:00,330,5,1500,750
Новошахтинск,Донское,1:30,8:05,395,5,1500,750
Новошахтинск,Безопасное,1:30,5:50,260,5,1500,750
Новошахтинск,Красногвардейское,1:30,7:05,335,5,1500,750
Новошахтинск,Песчанокопское,1:30,6:05,275,5,1500,750
Новошахтинск,Егорлыкская,1:30,5:15,225,5,1500,750
Новошахтинск,Мечетинская,1:30,3:20,110,5,1500,750
Новошахтинск,Зерноград,1:30,3:10,100,5,1500,750
Новошахтинск,Экспериментальный,1:30,3:00,90,5,1500,750
Новошахтинск,Кагальницкая,1:30,2:50,80,5,1500,750
Новошахтинск,Кировская,1:30,2:40,70,5,1500,750
Новочеркасск,Курская,2:45,12:15,570,5,1500,750
Новочеркасск,Нефтекумск,2:45,12:45,600,5,1500,750
Новочеркасск,Советская,2:45,11:15,510,5,1500,750
Новочеркасск,Левокумское,2:45,12:25,580,5,1500,750
Новочеркасск,Буденновск,2:45,11:45,540,5,1500,750
Новочеркасск,Георгиевск,2:45,10:15,450,5,1500,750
Новочеркасск,Новопавловск,2:45,10:40,475,5,1500,750
Новочеркасск,Пятигорск,2:45,11:15,510,5,1500,750
Новочеркасск,Благодарный,2:45,10:30,465,5,1500,750
Новочеркасск,Минеральные Воды,2:45,10:55,490,5,1500,750
Новочеркасск,Александровское,2:45,8:50,365,5,1500,750
Новочеркасск,Светлоград,2:45,9:15,390,5,1500,750
Новочеркасск,Ставрополь,2:45,8:15,330,5,1500,750
Новочеркасск,Михайловск,2:45,7:00,255,5,1500,750
Новочеркасск,Донское,2:45,8:05,320,5,1500,750
Новочеркасск,Безопасное,2:45,5:50,185,5,1500,750
Новочеркасск,Красногвардейское,2:45,7:05,260,5,1500,750
Новочеркасск,Песчанокопское,2:45,6:05,200,5,1500,750
Новочеркасск,Егорлыкская,2:45,5:15,150,5,1500,750
Новочеркасск,Мечетинская,2:45,3:20,35,5,1500,750
Новочеркасск,Зерноград,2:45,3:10,25,5,1500,750
Новочеркасск,Экспериментальный,2:45,3:00,15,5,1500,750
Новочеркасск,Кагальницкая,2:45,3:25,40,5,1500,750
Ростов-на-Дону,Курская,3:00,12:15,555,5,1500,750
Ростов-на-Дону,Нефтекумск,3:00,12:45,585,5,1500,750
Ростов-на-Дону,Советская,3:00,11:15,495,5,1500,750
Ростов-на-Дону,Левокумское,3:00,12:25,565,5,1500,750
Ростов-на-Дону,Буденновск,3:00,11:45,525,5,1500,750
Ростов-на-Дону,Георгиевск,3:00,10:15,435,5,1500,750
Ростов-на-Дону,Новопавловск,3:00,10:40,460,5,1500,750
Ростов-на-Дону,Пятигорск,3:00,11:15,495,5,1500,750
Ростов-на-Дону,Благодарный,3:00,10:30,450,5,1500,750
Ростов-на-Дону,Минеральные Воды,3:00,10:55,475,5,1500,750
Ростов-на-Дону,Александровское,3:00,8:50,350,5,1500,750
Ростов-на-Дону,Светлоград,3:00,9:15,375,5,1500,750
Ростов-на-Дону,Ставрополь,3:00,8:15,315,5,1500,750
Ростов-на-Дону,Михайловск,3:00,7:00,240,5,1500,750
Ростов-на-Дону,Донское,3:00,8:05,305,5,1500,750
Ростов-на-Дону,Безопасное,3:00,5:50,170,5,1500,750
Ростов-на-Дону,Красногвардейское,3:00,7:05,245,5,1500,750
Ростов-на-Дону,Песчанокопское,3:00,6:05,185,5,1500,750
Ростов-на-Дону,Егорлыкская,3:00,5:15,135,5,1500,750
Ростов-на-Дону,Мечетинская,3:00,3:20,20,5,1500,750
Ростов-на-Дону,Зерноград,3:00,3:10,10,5,1500,750
Ростов-на-Дону,Экспериментальный,3:00,3:30,30,5,1500,750
Ростов-на-Дону,Кагальницкая,3:00,3:30,30,5,1500,750
Ростов-на-Дону,Кировская,3:00,3:20,20,5,1500,750
Аксай,Курская,3:00,12:15,555,5,1500,750
Аксай,Нефтекумск,3:00,12:45,585,5,1500,750
Аксай,Советская,3:00,11:15,495,5,1500,750
Аксай,Левокумское,3:00,12:25,565,5,1500,750
Аксай,Буденновск,3:00,11:45,525,5,1500,750
Аксай,Георгиевск,3:00,10:15,435,5,1500,750
Аксай,Новопавловск,3:00,10:40,460,5,1500,750
Аксай,Пятигорск,3:00,11:15,495,5,1500,750
Аксай,Благодарный,3:00,10:30,450,5,1500,750
Аксай,Минеральные Воды,3:00,10:55,475,5,1500,750
Аксай,Александровское,3:00,8:50,350,5,1500,750
Аксай,Светлоград,3:00,8:25,325,5,1500,750
Аксай,Ставрополь,3:00,8:15,315,5,1500,750
Аксай,Михайловск,3:00,7:00,240,5,1500,750
Аксай,Донское,3:00,8:05,305,5,1500,750
Аксай,Безопасное,3:00,5:50,170,5,1500,750
Аксай,Красногвардейское,3:00,7:05,245,5,1500,750
Аксай,Песчанокопское,3:00,6:05,185,5,1500,750
Аксай,Егорлыкская,3:00,5:15,135,5,1500,750
Аксай,Мечетинская,3:00,3:20,20,5,1500,750
Аксай,Зерноград,3:00,3:10,10,5,1500,750
Аксай,Экспериментальный,3:00,3:30,30,5,1500,750
Батайск,Курская,2:35,12:15,580,5,1500,750
Батайск,Нефтекумск,2:35,12:45,610,5,1500,750
Батайск,Советская,2:35,11:15,520,5,1500,750
Батайск,Левокумское,2:35,12:25,590,5,1500,750
Батайск,Буденновск,2:35,11:45,550,5,1500,750
Батайск,Георгиевск,2:35,10:15,460,5,1500,750
Батайск,Новопавловск,2:35,10:40,485,5,1500,750
Батайск,Пятигорск,2:35,11:15,520,5,1500,750
Батайск,Благодарный,2:35,10:30,475,5,1500,750
Батайск,Минеральные Воды,2:35,10:55,500,5,1500,750
Батайск,Александровское,2:35,8:50,375,5,1500,750
Батайск,Светлоград,2:35,9:15,400,5,1500,750
Батайск,Ставрополь,2:35,8:15,340,5,1500,750
Батайск,Михайловск,2:35,7:00,265,5,1500,750
Батайск,Донское,2:35,8:05,330,5,1500,750
Батайск,Безопасное,2:35,5:50,195,5,1500,750
Батайск,Красногвардейское,2:35,7:05,270,5,1500,750
Батайск,Песчанокопское,2:35,6:05,210,5,1500,750
Батайск,Егорлыкская,2:35,5:15,160,5,1500,750
Батайск,Мечетинская,2:35,3:20,45,5,1500,750
Батайск,Зерноград,2:35,3:10,35,5,1500,750
Мокрый Батай,Курская,2:30,12:15,585,5,1500,750
Мокрый Батай,Нефтекумск,2:30,12:45,615,5,1500,750
Мокрый Батай,Советская,2:30,11:15,525,5,1500,750
Мокрый Батай,Левокумское,2:30,12:25,595,5,1500,750
Мокрый Батай,Буденновск,2:30,11:45,555,5,1500,750
Мокрый Батай,Георгиевск,2:30,10:15,465,5,1500,750
Мокрый Батай,Новопавловск,2:30,10:40,490,5,1500,750
Мокрый Батай,Пятигорск,2:30,11:15,525,5,1500,750
Мокрый Батай,Благодарный,2:30,10:30,480,5,1500,750
Мокрый Батай,Минеральные Воды,2:30,10:55,505,5,1500,750
Мокрый Батай,Александровское,2:30,8:50,380,5,1500,750
Мокрый Батай,Светлоград,2:30,9:15,405,5,1500,750
Мокрый Батай,Ставрополь,2:30,8:15,345,5,1500,750
Мокрый Батай,Михайловск,2:30,7:00,270,5,1500,750
Мокрый Батай,Донское,2:30,8:05,335,5,1500,750
Мокрый Батай,Безопасное,2:30,5:50,200,5,1500,750
Мокрый Батай,Красногвардейское,2:30,7:05,275,5,1500,750
Мокрый Батай,Песчанокопское,2:30,6:05,215,5,1500,750
Мокрый Батай,Егорлыкская,2:30,5:15,165,5,1500,750
Мокрый Батай,Мечетинская,2:30,3:20,50,5,1500,750
Кировская,Курская,2:40,12:15,575,5,1500,750
Кировская,Нефтекумск,2:40,12:45,605,5,1500,750
Кировская,Советская,2:40,11:15,515,5,1500,750
Кировская,Левокумское,2:40,12:25,585,5,1500,750
Кировская,Буденновск,2:40,11:45,545,5,1500,750
Кировская,Георгиевск,2:40,10:15,455,5,1500,750
Кировская,Новопавловск,2:40,10:40,480,5,1500,750
Кировская,Пятигорск,2:40,11:15,515,5,1500,750
Кировская,Благодарный,2:40,10:30,470,5,1500,750
Кировская,Минеральные Воды,2:40,10:55,495,5,1500,750
Кировская,Александровское,2:40,8:50,370,5,1500,750
Кировская,Светлоград,2:40,9:15,395,5,1500,750
Кировская,Ставрополь,2:40,8:15,335,5,1500,750
Кировская,Михайловск,2:40,7:00,260,5,1500,750
Кировская,Донское,2:40,8:05,325,5,1500,750
Кировская,Безопасное,2:40,5:50,190,5,1500,750
Кировская,Красногвардейское,2:40,7:05,265,5,1500,750
Кировская,Песчанокопское,2:40,6:05,205,5,1500,750
Кировская,Егорлыкская,2:40,5:15,155,5,1500,750
Кагальницкая,Курская,2:50,12:15,565,5,1500,750
Кагальницкая,Нефтекумск,2:50,12:45,595,5,1500,750
Кагальницкая,Советская,2:50,11:15,505,5,1500,750
Кагальницкая,Левокумское,2:50,12:25,575,5,1500,750
Кагальницкая,Буденновск,2:50,11:45,535,5,1500,750
Кагальницкая,Георгиевск,2:50,10:15,445,5,1500,750
Кагальницкая,Новопавловск,2:50,10:40,470,5,1500,750
Кагальницкая,Пятигорск,2:50,11:15,505,5,1500,750
Кагальницкая,Благодарный,2:50,10:30,460,5,1500,750
Кагальницкая,Минеральные Воды,2:50,10:55,485,5,1500,750
Кагальницкая,Александровское,2:50,8:50,360,5,1500,750
Кагальницкая,Светлоград,2:50,9:15,385,5,1500,750
Кагальницкая,Ставрополь,2:50,8:15,325,5,1500,750
Кагальницкая,Михайловск,2:50,7:00,250,5,1500,750
Кагальницкая,Донское,2:50,8:05,315,5,1500,750
Кагальницкая,Безопасное,2:50,5:50,180,5,1500,750
Кагальницкая,Красногвардейское,2:50,7:05,255,5,1500,750
Кагальницкая,Песчанокопское,2:50,6:05,195,5,1500,750
Экспериментальный,Курская,3:00,12:15,555,5,1500,750
Экспериментальный,Нефтекумск,3:00,12:45,585,5,1500,750
Экспериментальный,Советская,3:00,11:15,495,5,1500,750
Экспериментальный,Левокумское,3:00,12:25,565,5,1500,750
Экспериментальный,Буденновск,3:00,11:45,525,5,1500,750
Экспериментальный,Георгиевск,3:00,10:15,435,5,1500,750
Экспериментальный,Новопавловск,3:00,10:40,460,5,1500,750
Экспериментальный,Пятигорск,3:00,11:15,495,5,1500,750
Экспериментальный,Благодарный,3:00,10:30,450,5,1500,750
Экспериментальный,Минеральные Воды,3:00,10:55,475,5,1500,750
Экспериментальный,Александровское,3:00,8:50,350,5,1500,750
Экспериментальный,Светлоград,3:00,9:15,375,5,1500,750
Экспериментальный,Ставрополь,3:00,8:15,315,5,1500,750
Экспериментальный,Михайловск,3:00,7:00,240,5,1500,750
Экспериментальный,Донское,3:00,8:05,305,5,1500,750
Экспериментальный,Безопасное,3:00,5:50,170,5,1500,750
Экспериментальный,Красногвардейское,3:00,7:05,245,5,1500,750
Зерноград,Курская,3:10,12:15,545,5,1500,750
Зерноград,Нефтекумск,3:10,12:45,575,5,1500,750
Зерноград,Советская,3:10,11:15,485,5,1500,750
Зерноград,Левокумское,3:10,12:25,555,5,1500,750
Зерноград,Буденновск,3:10,11:45,515,5,1500,750
Зерноград,Георгиевск,3:10,10:15,425,5,1500,750
Зерноград,Новопавловск,3:10,10:40,450,5,1500,750
Зерноград,Пятигорск,3:10,11:15,485,5,1500,750
Зерноград,Благодарный,3:10,10:30,440,5,1500,750
Зерноград,Минеральные Воды,3:10,10:55,465,5,1500,750
Зерноград,Александровское,3:10,8:50,340,5,1500,750
Зерноград,Светлоград,3:10,9:15,365,5,1500,750
Зерноград,Ставрополь,3:10,8:15,305,5,1500,750
Зерноград,Михайловск,3:10,7:00,230,5,1500,750
Зерноград,Донское,3:10,8:05,295,5,1500,750
Зерноград,Безопасное,3:10,5:50,160,5,1500,750
Мечетинская,Курская,3:20,12:15,535,5,1500,750
Мечетинская,Нефтекумск,3:20,12:45,565,5,1500,750
Мечетинская,Советская,3:20,11:15,475,5,1500,750
Мечетинская,Левокумское,3:20,12:25,545,5,1500,750
Мечетинская,Буденновск,3:20,11:45,505,5,1500,750
Мечетинская,Георгиевск,3:20,10:15,415,5,1500,750
Мечетинская,Новопавловск,3:20,10:40,440,5,1500,750
Мечетинская,Пятигорск,3:20,11:15,475,5,1500,750
Мечетинская,Благодарный,3:20,10:30,430,5,1500,750
Мечетинская,Минеральные Воды,3:20,10:55,455,5,1500,750
Мечетинская,Александровское,3:20,8:50,330,5,1500,750
Мечетинская,Светлоград,3:20,9:15,355,5,1500,750
Мечетинская,Ставрополь,3:20,8:15,295,5,1500,750
Мечетинская,Михайловск,3:20,7:00,220,5,1500,750
Мечетинская,Донское,3:20,8:05,285,5,1500,750
Мечетинская,Безопасное,3:20,5:50,150,5,1500,750
Егорлыкская,Курская,5:15,12:15,420,5,1500,750
Егорлыкская,Нефтекумск,5:15,12:45,450,5,1500,750
Егорлыкская,Советская,5:15,11:15,360,5,1500,750
Егорлыкская,Левокумское,5:15,12:25,430,5,1500,750
Егорлыкская,Буденновск,5:15,11:45,390,5,1500,750
Егорлыкская,Георгиевск,5:15,10:15,300,5,1500,750
Егорлыкская,Новопавловск,5:15,10:40,325,5,1500,750
Егорлыкская,Пятигорск,5:15,11:15,360,5,1500,750
Егорлыкская,Благодарный,5:15,10:30,315,5,1500,750
Егорлыкская,Минеральные Воды,5:15,10:55,340,5,1500,750
Егорлыкская,Александровское,5:15,8:50,215,5,1500,750
Егорлыкская,Светлоград,5:15,9:15,240,5,1500,750
Егорлыкская,Ставрополь,5:15,8:15,180,5,1500,750
Егорлыкская,Михайловск,5:15,7:00,105,5,1500,750
Песчанокопское,Курская,6:05,12:15,370,5,1500,750
Песчанокопское,Нефтекумск,6:05,12:45,400,5,1500,750
Песчанокопское,Советская,6:05,11:15,310,5,1500,750
Песчанокопское,Левокумское,6:05,12:25,380,5,1500,750
