Откуда,Куда,Время отправления,Время прибытия,Время в дороге,Маршрут,Взрослый,Детский
Каневская,Каширское,22:25,10:15,710,344,1000,500
Каневская,Лиски,22:25,9:45,680,344,1000,500
Каневская,Бобров,22:25,9:40,675,344,1000,500
Каневская,Лосево,22:25,9:00,635,344,1000,500
Каневская,Верхний Мамон,22:25,8:05,580,344,1000,500
Каневская,Богучар,22:25,7:45,560,344,1000,500
Каневская,Нагибин,22:25,7:10,525,344,1000,500
Каневская,Алексеево-Лозовское,22:25,6:55,510,344,1000,500
Каневская,Миллерово,22:25,6:15,470,344,1000,500
Каневская,Глубокий,22:25,5:30,425,344,1000,500
Каневская,Тарасовский,22:25,5:45,440,344,1000,500
Каневская,Каменск-Шахтинский,22:25,4:50,385,344,1000,500
Тимашевск,Москва,21:20,19:00,1300,344,1500,750
Тимашевск,Серпухов,21:20,16:40,1160,344,1500,750
Тимашевск,Тула,21:20,15:10,1070,344,1500,750
Тимашевск,Ефремов,21:20,13:45,985,344,1500,750
Тимашевск,Елец,21:20,12:55,935,344,1500,750
Тимашевск,Задонск,21:20,12:15,895,344,1500,750
Тимашевск,Хлевное,21:20,11:45,865,344,1500,750
Тимашевск,Рамонь,21:20,11:15,835,344,1500,750
Тимашевск,Воронеж,21:20,11:00,820,344,1200,600
Тимашевск,Каширское,21:20,10:15,775,344,1000,500
Тимашевск,Лиски,21:20,9:45,745,344,1000,500
Тимашевск,Бобров,21:20,9:40,740,344,1000,500
Тимашевск,Лосево,21:20,9:00,700,344,1000,500
Тимашевск,Верхний Мамон,21:20,8:05,645,344,1000,500
Тимашевск,Богучар,21:20,7:45,625,344,1000,500
Тимашевск,Нагибин,21:20,7:10,590,344,1000,500
Тимашевск,Алексеево-Лозовское,21:20,6:55,575,344,1000,500
Тимашевск,Миллерово,21:20,6:15,535,344,1000,500
Тимашевск,Глубокий,21:20,5:30,490,344,1000,500
Тимашевск,Тарасовский,21:20,5:45,505,344,1000,500
Тимашевск,Каменск-Шахтинский,21:20,4:50,450,344,1000,500
Брюховецкая,Москва,21:45,19:00,1275,344,1500,750
Брюховецкая,Серпухов,21:45,16:40,1135,344,1500,750
Брюховецкая,Тула,21:45,15:10,1045,344,1500,750
Брюховецкая,Ефремов,21:45,13:45,960,344,1500,750
Брюховецкая,Елец,21:45,12:55,910,344,1500,750
Брюховецкая,Задонск,21:45,12:15,870,344,1500,750
Брюховецкая,Хлевное,21:45,11:45,840,344,1500,750
Брюховецкая,Рамонь,21:45,11:15,810,344,1500,750
Брюховецкая,Воронеж,21:45,11:00,795,344,1200,600
Брюховецкая,Каширское,21:45,10:15,750,344,1000,500
Брюховецкая,Лиски,21:45,9:45,720,344,1000,500
Брюховецкая,Бобров,21:45,9:40,715,344,1000,500
Брюховецкая,Лосево,21:45,9:00,675,344,1000,500
Брюховецкая,Верхний Мамон,21:45,8:05,620,344,1000,500
Брюховецкая,Богучар,21:45,7:45,600,344,1000,500
Брюховецкая,Нагибин,21:45,7:10,565,344,1000,500
Брюховецкая,Алексеево-Лозовское,21:45,6:55,550,344,1000,500
Брюховецкая,Миллерово,21:45,6:15,510,344,1000,500
Брюховецкая,Глубокий,21:45,5:30,465,344,1000,500
Брюховецкая,Тарасовский,21:45,5:45,480,344,1000,500
Брюховецкая,Каменск-Шахтинский,21:45,4:50,425,344,1000,500
Феодосия,Славянск-на-Кубани,16:00,19:15,195,344,1200,600
Феодосия,Анастасиевская,16:00,18:50,170,344,1200,600
Феодосия,Москва,16:00,19:00,1620,344,2600,1300
Феодосия,Серпухов,16:00,16:40,1480,344,2600,1300
Феодосия,Тула,16:00,15:10,1390,344,2600,1300
Феодосия,Ефремов,16:00,13:45,1305,344,2600,1300
Феодосия,Елец,16:00,12:55,1255,344,2600,1300
Феодосия,Задонск,16:00,12:15,1215,344,2600,1300
Феодосия,Хлевное,16:00,11:45,1185,344,2600,1300
Феодосия,Рамонь,16:00,11:15,1155,344,2600,1300
Феодосия,Воронеж,16:00,11:00,1140,344,2000,1000
Феодосия,Каширское,16:00,10:15,1095,344,2000,1000
Феодосия,Лиски,16:00,9:45,1065,344,2000,1000
Феодосия,Бобров,16:00,9:40,1060,344,2000,1000
Феодосия,Лосево,16:00,9:00,1020,344,2000,1000
Феодосия,Верхний Мамон,16:00,8:05,965,344,2000,1000
Феодосия,Богучар,16:00,7:45,945,344,2000,1000
Феодосия,Нагибин,16:00,7:10,910,344,2000,1000
Феодосия,Алексеево-Лозовское,16:00,6:55,895,344,1750,875
Феодосия,Миллерово,16:00,6:15,855,344,1750,875
Феодосия,Глубокий,16:00,5:30,810,344,1750,875
Феодосия,Тарасовский,16:00,5:45,825,344,1750,875
Феодосия,Каменск-Шахтинский,16:00,4:50,770,344,1750,875
Феодосия,Зверево,16:00,4:30,750,344,1750,875
Феодосия,Красный Сулин,16:00,4:20,740,344,1750,875
Феодосия,Новошахтинск,16:00,4:05,725,344,1750,875
Феодосия,Шахты,16:00,4:05,725,344,1750,875
Феодосия,Новочеркасск,16:00,4:00,720,344,1750,875
Феодосия,Аксай,16:00,0:45,525,344,1400,700
Феодосия,Ростов-на-Дону,16:00,0:45,525,344,1400,700
Феодосия,Батайск,16:00,23:50,470,344,1400,700
Феодосия,Самарское,16:00,23:40,460,344,1400,700
Феодосия,Кущевская,16:00,23:20,440,344,1200,600
Феодосия,Ленинградская,16:00,22:55,415,344,1200,600
Феодосия,Каневская,16:00,22:25,385,344,1200,600
Феодосия,Брюховецкая,16:00,21:45,345,344,1200,600
Феодосия,Тимашевск,16:00,21:20,320,344,1200,600
Береговое,Славянск-на-Кубани,16:20,19:15,175,344,1200,600
Береговое,Анастасиевская,16:20,18:50,150,344,1200,600
Береговое,Москва,16:20,19:00,1600,344,2600,1300
Береговое,Серпухов,16:20,16:40,1460,344,2600,1300
Береговое,Тула,16:20,15:10,1370,344,2600,1300
Береговое,Ефремов,16:20,13:45,1285,344,2600,1300
Береговое,Елец,16:20,12:55,1235,344,2600,1300
Береговое,Задонск,16:20,12:15,1195,344,2600,1300
Береговое,Хлевное,16:20,11:45,1165,344,2600,1300
Береговое,Рамонь,16:20,11:15,1135,344,2600,1300
Береговое,Воронеж,16:20,11:00,1120,344,2000,1000
Береговое,Каширское,16:20,10:15,1075,344,2000,1000
Береговое,Лиски,16:20,9:45,1045,344,2000,1000
Береговое,Бобров,16:20,9:40,1040,344,2000,1000
Береговое,Лосево,16:20,9:00,1000,344,2000,1000
Береговое,Верхний Мамон,16:20,8:05,945,344,2000,1000
Береговое,Богучар,16:20,7:45,925,344,2000,1000
Береговое,Нагибин,16:20,7:10,890,344,2000,1000
Береговое,Алексеево-Лозовское,16:20,6:55,875,344,1750,875
Береговое,Миллерово,16:20,6:15,835,344,1750,875
Береговое,Глубокий,16:20,5:30,790,344,1750,875
Береговое,Тарасовский,16:20,5:45,805,344,1750,875
Береговое,Каменск-Шахтинский,16:20,4:50,750,344,1750,875
Береговое,Зверево,16:20,4:30,730,344,1750,875
Береговое,Красный Сулин,16:20,4:20,720,344,1750,875
Береговое,Новошахтинск,16:20,4:05,705,344,1750,875
Береговое,Шахты,16:20,4:05,705,344,1750,875
Береговое,Новочеркасск,16:20,4:00,700,344,1750,875
Береговое,Аксай,16:20,0:45,505,344,1400,700
Береговое,Ростов-на-Дону,16:20,0:45,505,344,1400,700
Береговое,Батайск,16:20,23:50,450,344,1400,700
Береговое,Самарское,16:20,23:40,440,344,1400,700
Береговое,Кущевская,16:20,23:20,420,344,1200,600
Береговое,Ленинградская,16:20,22:55,395,344,1200,600
Береговое,Каневская,16:20,22:25,365,344,1200,600
Береговое,Брюховецкая,16:20,21:45,325,344,1200,600
Береговое,Тимашевск,16:20,21:20,300,344,1200,600
Темрюк,Москва,18:45,19:00,1455,344,1750,875
Темрюк,Серпухов,18:45,16:40,1315,344,1750,875
Темрюк,Тула,18:45,15:10,1225,344,1750,875
Темрюк,Ефремов,18:45,13:45,1140,344,1750,875
Темрюк,Елец,18:45,12:55,1090,344,1750,875
Темрюк,Задонск,18:45,12:15,1050,344,1750,875
Темрюк,Хлевное,18:45,11:45,1020,344,1750,875
Темрюк,Рамонь,18:45,11:15,990,344,1750,875
Темрюк,Воронеж,18:45,11:00,975,344,1500,750
Темрюк,Каширское,18:45,10:15,930,344,1200,600
Темрюк,Лиски,18:45,9:45,900,344,1200,600
Темрюк,Бобров,18:45,9:40,895,344,1200,600
Темрюк,Лосево,18:45,9:00,855,344,1200,600
Темрюк,Верхний Мамон,18:45,8:05,800,344,1200,600
Темрюк,Богучар,18:45,7:45,780,344,1200,600
Темрюк,Нагибин,18:45,7:10,745,344,1200,600
Темрюк,Алексеево-Лозовское,18:45,6:55,730,344,1200,600
Темрюк,Миллерово,18:45,6:15,690,344,1200,600
Темрюк,Глубокий,18:45,5:30,645,344,1200,600
Темрюк,Тарасовский,18:45,5:45,660,344,1200,600
Темрюк,Каменск-Шахтинский,18:45,4:50,605,344,1200,600
Темрюк,Зверево,18:45,4:30,585,344,1200,600
Темрюк,Красный Сулин,18:45,4:20,575,344,1200,600
Темрюк,Новошахтинск,18:45,4:05,560,344,1200,600
Темрюк,Шахты,18:45,4:05,560,344,1200,600
Темрюк,Новочеркасск,18:45,4:00,555,344,1200,600
Тамань,Москва,18:00,19:00,1500,344,1750,875
Тамань,Серпухов,18:00,16:40,1360,344,1750,875
Тамань,Тула,18:00,15:10,1270,344,1750,875
Тамань,Ефремов,18:00,13:45,1185,344,1750,875
Тамань,Елец,18:00,12:55,1135,344,1750,875
Тамань,Задонск,18:00,12:15,1095,344,1750,875
Тамань,Хлевное,18:00,11:45,1065,344,1750,875
Тамань,Рамонь,18:00,11:15,1035,344,1750,875
Тамань,Воронеж,18:00,11:00,1020,344,1500,750
Тамань,Каширское,18:00,10:15,975,344,1200,600
Тамань,Лиски,18:00,9:45,945,344,1200,600
Тамань,Бобров,18:00,9:40,940,344,1200,600
Тамань,Лосево,18:00,9:00,900,344,1200,600
Тамань,Верхний Мамон,18:00,8:05,845,344,1200,600
Тамань,Богучар,18:00,7:45,825,344,1200,600
Тамань,Нагибин,18:00,7:10,790,344,1200,600
Тамань,Алексеево-Лозовское,18:00,6:55,775,344,1200,600
Тамань,Миллерово,18:00,6:15,735,344,1200,600
Тамань,Глубокий,18:00,5:30,690,344,1200,600
Тамань,Тарасовский,18:00,5:45,705,344,1200,600
Тамань,Каменск-Шахтинский,18:00,4:50,650,344,1200,600
Тамань,Зверево,18:00,4:30,630,344,1200,600
Тамань,Красный Сулин,18:00,4:20,620,344,1200,600
Тамань,Новошахтинск,18:00,4:05,605,344,1200,600
Тамань,Шахты,18:00,4:05,605,344,1200,600
Тамань,Новочеркасск,18:00,4:00,600,344,1200,600
Керчь,Москва,17:30,19:00,1530,344,2500,1250
Керчь,Серпухов,17:30,16:40,1390,344,2500,1250
Керчь,Тула,17:30,15:10,1300,344,2500,1250
Керчь,Ефремов,17:30,13:45,1215,344,2500,1250
Керчь,Елец,17:30,12:55,1165,344,2500,1250
Керчь,Задонск,17:30,12:15,1125,344,2500,1250
Керчь,Хлевное,17:30,11:45,1095,344,2500,1250
Керчь,Рамонь,17:30,11:15,1065,344,2500,1250
Керчь,Воронеж,17:30,11:00,1050,344,1750,875
Керчь,Каширское,17:30,10:15,1005,344,1750,875
Керчь,Лиски,17:30,9:45,975,344,1750,875
Керчь,Бобров,17:30,9:40,970,344,1500,750
Керчь,Лосево,17:30,9:00,930,344,1500,750
Керчь,Верхний Мамон,17:30,8:05,875,344,1500,750
Керчь,Богучар,17:30,7:45,855,344,1500,750
Керчь,Нагибин,17:30,7:10,820,344,1500,750
Керчь,Алексеево-Лозовское,17:30,6:55,805,344,1500,750
Керчь,Миллерово,17:30,6:15,765,344,1500,750
Керчь,Глубокий,17:30,5:30,720,344,1500,750
Керчь,Тарасовский,17:30,5:45,735,344,1500,750
Керчь,Каменск-Шахтинский,17:30,4:50,680,344,1500,750
Керчь,Зверево,17:30,4:30,660,344,1500,750
Керчь,Красный Сулин,17:30,4:20,650,344,1500,750
Керчь,Новошахтинск,17:30,4:05,635,344,1500,750
Керчь,Шахты,17:30,4:05,635,344,1500,750
Керчь,Новочеркасск,17:30,4:00,630,344,1500,750
Керчь,Аксай,17:30,0:45,435,344,1200,600
Керчь,Ростов-на-Дону,17:30,0:45,435,344,1200,600
Керчь,Батайск,17:30,23:50,380,344,1200,600
Керчь,Самарское,17:30,23:40,370,344,1200,600
Приморский,Славянск-на-Кубани,16:30,19:15,165,344,1200,600
Приморский,Анастасиевская,16:30,18:50,140,344,1200,600
Приморский,Москва,16:30,19:00,1590,344,2600,1300
Приморский,Серпухов,16:30,16:40,1450,344,2600,1300
Приморский,Тула,16:30,15:10,1360,344,2600,1300
Приморский,Ефремов,16:30,13:45,1275,344,2600,1300
Приморский,Елец,16:30,12:55,1225,344,2600,1300
Приморский,Задонск,16:30,12:15,1185,344,2600,1300
Приморский,Хлевное,16:30,11:45,1155,344,2600,1300
Приморский,Рамонь,16:30,11:15,1125,344,2600,1300
Приморский,Воронеж,16:30,11:00,1110,344,2000,1000
Приморский,Каширское,16:30,10:15,1065,344,2000,1000
Приморский,Лиски,16:30,9:45,1035,344,2000,1000
Приморский,Бобров,16:30,9:40,1030,344,2000,1000
Приморский,Лосево,16:30,9:00,990,344,2000,1000
Приморский,Верхний Мамон,16:30,8:05,935,344,2000,1000
Приморский,Богучар,16:30,7:45,915,344,2000,1000
Приморский,Нагибин,16:30,7:10,880,344,2000,1000
Приморский,Алексеево-Лозовское,16:30,6:55,865,344,1750,875
Приморский,Миллерово,16:30,6:15,825,344,1750,875
Приморский,Глубокий,16:30,5:30,780,344,1750,875
Приморский,Тарасовский,16:30,5:45,795,344,1750,875
Приморский,Каменск-Шахтинский,16:30,4:50,740,344,1750,875
Приморский,Зверево,16:30,4:30,720,344,1750,875
Приморский,Красный Сулин,16:30,4:20,710,344,1750,875
Приморский,Новошахтинск,16:30,4:05,695,344,1750,875
Приморский,Шахты,16:30,4:05,695,344,1750,875
Приморский,Новочеркасск,16:30,4:00,690,344,1750,875
Приморский,Аксай,16:30,0:45,495,344,1400,700
Приморский,Ростов-на-Дону,16:30,0:45,495,344,1400,700
Приморский,Батайск,16:30,23:50,440,344,1400,700
Приморский,Самарское,16:30,23:40,430,344,1400,700
Приморский,Кущевская,16:30,23:20,410,344,1200,600
Приморский,Ленинградская,16:30,22:55,385,344,1200,600
Приморский,Каневская,16:30,22:25,355,344,1200,600
Приморский,Брюховецкая,16:30,21:45,315,344,1200,600
Приморский,Тимашевск,16:30,21:20,290,344,1200,600
Севастополь,Славянск-на-Кубани,13:30,19:15,345,344,1200,600
Севастополь,Анастасиевская,13:30,18:50,320,344,1200,600
Севастополь,Темрюк,13:30,18:45,315,344,1000,500
Севастополь,Тамань,13:30,18:00,270,344,1000,500
Севастополь,Керчь,13:30,17:30,240,344,1000,500
Севастополь,Москва,13:30,19:00,1770,344,2900,1450
Севастополь,Серпухов,13:30,16:40,1630,344,2900,1450
Севастополь,Тула,13:30,15:10,1540,344,2900,1450
Севастополь,Ефремов,13:30,13:45,1455,344,2900,1450
Севастополь,Елец,13:30,12:55,1405,344,2900,1450
Севастополь,Задонск,13:30,12:15,1365,344,2900,1450
Севастополь,Хлевное,13:30,11:45,1335,344,2900,1450
Севастополь,Рамонь,13:30,11:15,1305,344,2900,1450
Севастополь,Воронеж,13:30,11:00,1290,344,2600,1300
Севастополь,Каширское,13:30,10:15,1245,344,2600,1300
Севастополь,Лиски,13:30,9:45,1215,344,2600,1300
Севастополь,Бобров,13:30,9:40,1210,344,2600,1300
Севастополь,Лосево,13:30,9:00,1170,344,2600,1300
Севастополь,Верхний Мамон,13:30,8:05,1115,344,2600,1300
Севастополь,Богучар,13:30,7:45,1095,344,2600,1300
Севастополь,Нагибин,13:30,7:10,1060,344,2600,1300
Севастополь,Алексеево-Лозовское,13:30,6:55,1045,344,2400,1200
Севастополь,Миллерово,13:30,6:15,1005,344,2400,1200
Севастополь,Глубокий,13:30,5:30,960,344,2400,1200
Севастополь,Тарасовский,13:30,5:45,975,344,2000,1000
Севастополь,Каменск-Шахтинский,13:30,4:50,920,344,2000,1000
Севастополь,Зверево,13:30,4:30,900,344,1750,875
Севастополь,Красный Сулин,13:30,4:20,890,344,1750,875
Севастополь,Новошахтинск,13:30,4:05,875,344,1750,875
Севастополь,Шахты,13:30,4:05,875,344,1750,875
Севастополь,Новочеркасск,13:30,4:00,870,344,1750,875
Севастополь,Аксай,13:30,0:45,675,344,1600,800
Севастополь,Ростов-на-Дону,13:30,0:45,675,344,1600,800
Севастополь,Батайск,13:30,23:50,620,344,1600,800
Севастополь,Самарское,13:30,23:40,610,344,1600,800
Севастополь,Кущевская,13:30,23:20,590,344,1200,600
Севастополь,Ленинградская,13:30,22:55,565,344,1200,600
Севастополь,Каневская,13:30,22:25,535,344,1200,600
Севастополь,Брюховецкая,13:30,21:45,495,344,1200,600
Севастополь,Тимашевск,13:30,21:20,470,344,1200,600
Аксай,Москва,0:45,19:00,1095,344,1200,600
Ростов-на-Дону,Москва,0:45,19:00,1095,344,1200,600
Аксай,Серпухов,0:45,16:40,955,344,1200,600
Ростов-на-Дону,Серпухов,0:45,16:40,955,344,1200,600
Аксай,Тула,0:45,15:10,865,344,1200,600
Ростов-на-Дону,Тула,0:45,15:10,865,344,1200,600
Славянск-на-Кубани,Москва,19:15,19:00,1425,344,2000,1000
Славянск-на-Кубани,Серпухов,19:15,16:40,1285,344,2000,1000
Славянск-на-Кубани,Тула,19:15,15:10,1195,344,2000,1000
Славянск-на-Кубани,Ефремов,19:15,13:45,1110,344,2000,1000
Славянск-на-Кубани,Елец,19:15,12:55,1060,344,2000,1000
Славянск-на-Кубани,Задонск,19:15,12:15,1020,344,2000,1000
Славянск-на-Кубани,Хлевное,19:15,11:45,990,344,2000,1000
Славянск-на-Кубани,Рамонь,19:15,11:15,960,344,2000,1000
Славянск-на-Кубани,Воронеж,19:15,11:00,945,344,1200,600
Славянск-на-Кубани,Каширское,19:15,10:15,900,344,1000,500
Славянск-на-Кубани,Лиски,19:15,9:45,870,344,1000,500
Славянск-на-Кубани,Бобров,19:15,9:40,865,344,1000,500
Славянск-на-Кубани,Лосево,19:15,9:00,825,344,1000,500
Славянск-на-Кубани,Верхний Мамон,19:15,8:05,770,344,1000,500
Славянск-на-Кубани,Богучар,19:15,7:45,750,344,1000,500
Славянск-на-Кубани,Нагибин,19:15,7:10,715,344,1000,500
Славянск-на-Кубани,Алексеево-Лозовское,19:15,6:55,700,344,1000,500
Славянск-на-Кубани,Миллерово,19:15,6:15,660,344,1000,500
Славянск-на-Кубани,Глубокий,19:15,5:30,615,344,1000,500
Славянск-на-Кубани,Тарасовский,19:15,5:45,630,344,1000,500
Славянск-на-Кубани,Каменск-Шахтинский,19:15,4:50,575,344,1000,500
Славянск-на-Кубани,Зверево,19:15,4:30,555,344,1000,500
Славянск-на-Кубани,Красный Сулин,19:15,4:20,545,344,1000,500
Славянск-на-Кубани,Новошахтинск,19:15,4:05,530,344,1000,500
Славянск-на-Кубани,Шахты,19:15,4:05,530,344,1000,500
Славянск-на-Кубани,Новочеркасск,19:15,4:00,525,344,1000,500
Кущевская,Москва,23:20,19:00,1180,344,1500,750
Кущевская,Серпухов,23:20,16:40,1040,344,1500,750
Кущевская,Тула,23:20,15:10,950,344,1500,750
Кущевская,Ефремов,23:20,13:45,865,344,1500,750
Кущевская,Елец,23:20,12:55,815,344,1500,750
Кущевская,Задонск,23:20,12:15,775,344,1500,750
Кущевская,Хлевное,23:20,11:45,745,344,1500,750
Кущевская,Рамонь,23:20,11:15,715,344,1500,750
Кущевская,Воронеж,23:20,11:00,700,344,1200,600
Кущевская,Каширское,23:20,10:15,655,344,1000,500
Кущевская,Лиски,23:20,9:45,625,344,1000,500
Кущевская,Бобров,23:20,9:40,620,344,1000,500
Кущевская,Лосево,23:20,9:00,580,344,1000,500
Кущевская,Верхний Мамон,23:20,8:05,525,344,1000,500
Кущевская,Богучар,23:20,7:45,505,344,1000,500
Кущевская,Нагибин,23:20,7:10,470,344,1000,500
Самарское,Москва,23:40,19:00,1160,344,1200,600
Самарское,Серпухов,23:40,16:40,1020,344,1200,600
Самарское,Тула,23:40,15:10,930,344,1200,600
Самарское,Ефремов,23:40,13:45,845,344,1200,600
Самарское,Елец,23:40,12:55,795,344,1200,600
Самарское,Задонск,23:40,12:15,755,344,1200,600
Самарское,Хлевное,23:40,11:45,725,344,1200,600
Самарское,Рамонь,23:40,11:15,695,344,1200,600
Самарское,Воронеж,23:40,11:00,680,344,1000,500
Самарское,Каширское,23:40,10:15,635,344,1000,500
Самарское,Лиски,23:40,9:45,605,344,1000,500
Самарское,Бобров,23:40,9:40,600,344,1000,500
Самарское,Лосево,23:40,9:00,560,344,1000,500
Самарское,Верхний Мамон,23:40,8:05,505,344,1000,500
Самарское,Богучар,23:40,7:45,485,344,1000,500
Самарское,Нагибин,23:40,7:10,450,344,1000,500
Ленинградская,Москва,22:55,19:00,1205,344,1500,750
Ленинградская,Серпухов,22:55,16:40,1065,344,1500,750
Ленинградская,Тула,22:55,15:10,975,344,1500,750
Ленинградская,Ефремов,22:55,13:45,890,344,1500,750
Ленинградская,Елец,22:55,12:55,840,344,1500,750
Ленинградская,Задонск,22:55,12:15,800,344,1500,750
Ленинградская,Хлевное,22:55,11:45,770,344,1500,750
Ленинградская,Рамонь,22:55,11:15,740,344,1500,750
Ленинградская,Воронеж,22:55,11:00,725,344,1200,600
Ленинградская,Каширское,22:55,10:15,680,344,1000,500
Ленинградская,Лиски,22:55,9:45,650,344,1000,500
Ленинградская,Бобров,22:55,9:40,645,344,1000,500
Ленинградская,Лосево,22:55,9:00,605,344,1000,500
Ленинградская,Верхний Мамон,22:55,8:05,550,344,1000,500
Ленинградская,Богучар,22:55,7:45,530,344,1000,500
Ленинградская,Нагибин,22:55,7:10,495,344,1000,500
Ленинградская,Алексеево-Лозовское,22:55,6:55,480,344,1000,500
Ленинградская,Миллерово,22:55,6:15,440,344,1000,500
Ленинградская,Глубокий,22:55,5:30,395,344,1000,500
Ленинградская,Тарасовский,22:55,5:45,410,344,1000,500
Ленинградская,Каменск-Шахтинский,22:55,4:50,355,344,1000,500
Анастасиевская,Москва,18:50,19:00,1450,344,1750,875
Анастасиевская,Серпухов,18:50,16:40,1310,344,1750,875
Анастасиевская,Тула,18:50,15:10,1220,344,1750,875
Анастасиевская,Ефремов,18:50,13:45,1135,344,1750,875
Анастасиевская,Елец,18:50,12:55,1085,344,1750,875
Анастасиевская,Задонск,18:50,12:15,1045,344,1750,875
Анастасиевская,Хлевное,18:50,11:45,1015,344,1750,875
Анастасиевская,Рамонь,18:50,11:15,985,344,1750,875
Анастасиевская,Воронеж,18:50,11:00,970,344,1500,750
Анастасиевская,Каширское,18:50,10:15,925,344,1200,600
Анастасиевская,Лиски,18:50,9:45,895,344,1200,600
Анастасиевская,Бобров,18:50,9:40,890,344,1200,600
Анастасиевская,Лосево,18:50,9:00,850,344,1200,600
Анастасиевская,Верхний Мамон,18:50,8:05,795,344,1200,600
Анастасиевская,Богучар,18:50,7:45,775,344,1200,600
Анастасиевская,Нагибин,18:50,7:10,740,344,1200,600
Анастасиевская,Алексеево-Лозовское,18:50,6:55,725,344,1000,500
Анастасиевская,Миллерово,18:50,6:15,685,344,1000,500
Анастасиевская,Глубокий,18:50,5:30,640,344,1000,500
Анастасиевская,Тарасовский,18:50,5:45,655,344,1000,500
Анастасиевская,Каменск-Шахтинский,18:50,4:50,600,344,1000,500
Анастасиевская,Зверево,18:50,4:30,580,344,1200,600
Анастасиевская,Красный Сулин,18:50,4:20,570,344,1200,600
Анастасиевская,Новошахтинск,18:50,4:05,555,344,1200,600
Анастасиевская,Шахты,18:50,4:05,555,344,1200,600
Анастасиевская,Новочеркасск,18:50,4:00,550,344,1200,600
Курская,Ставрополь,8:30,15:40,430,349,1000,500
Курская,Ставрополь,8:30,16:00,450,349,1000,500
Курская,Ставрополь,8:30,16:15,465,349,1000,500
Курская,Ставрополь,8:30,16:40,490,349,1000,500
Курская,Ставрополь,8:30,16:50,500,349,1000,500
Курская,Ставрополь,8:30,17:00,510,349,1000,500
Курская,Изобильный,8:30,17:45,555,349,1000,500
Курская,Новотроицкая,8:30,18:00,570,349,1000,500
Курская,Новоалександровск,8:30,18:30,600,349,1000,500
Курская,Кропоткин,8:30,19:10,640,349,1100,550
Курская,Усть-Лабинск,8:30,20:10,700,349,1200,600
Курская,Краснодар,8:30,21:00,750,349,1250,625
Курская,Абинск,8:30,22:50,860,349,1350,675
Курская,Крымск,8:30,23:10,880,349,1350,675
Курская,Анапа,8:30,0:40,970,349,1600,800
Курская,Витязево,8:30,1:10,1000,349,1600,800
Курская,Виноградный,8:30,1:35,1025,349,1600,800
Курская,Благовещенская,8:30,1:35,1025,349,1600,800
Курская,Тамань,8:30,2:00,1050,349,1850,925
Курская,Керчь,8:30,2:30,1080,349,1850,925
Курская,Приморский,8:30,3:30,1140,349,2400,1200
Курская,Береговое,8:30,3:50,1160,349,2400,1200
Курская,Феодосия,8:30,4:35,1205,349,2400,1200
Курская,Симферополь,8:30,7:35,1385,349,2600,1300
Курская,Алушта,8:30,8:45,1455,349,2750,1375
Курская,Партенит,8:30,9:15,1485,349,2750,1375
Курская,Гурзуф,8:30,9:35,1505,349,2750,1375
Курская,Ялта,8:30,10:20,1550,349,2800,1400
Курская,Алупка,8:30,11:05,1595,349,3000,1500
Курская,Симеиз,8:30,11:20,1610,349,3000,1500
Курская,Кацивели,8:30,11:35,1625,349,3000,1500
Курская,Форос,8:30,12:05,1655,349,3000,1500
Курская,Балаклава,8:30,12:20,1670,349,3000,1500
Курская,Севастополь,8:30,12:40,1690,349,3000,1500
Нефтекумск,Ставрополь,9:00,15:40,400,349,1000,500
Нефтекумск,Ставрополь,9:00,16:00,420,349,1000,500
Нефтекумск,Ставрополь,9:00,16:15,435,349,1000,500
Нефтекумск,Ставрополь,9:00,16:40,460,349,1000,500
Нефтекумск,Ставрополь,9:00,16:50,470,349,1000,500
Нефтекумск,Ставрополь,9:00,17:00,480,349,1000,500
Нефтекумск,Изобильный,9:00,17:45,525,349,1000,500
Нефтекумск,Новотроицкая,9:00,18:00,540,349,1000,500
Нефтекумск,Новоалександровск,9:00,18:30,570,349,1000,500
Нефтекумск,Кропоткин,9:00,19:10,610,349,1100,550
Нефтекумск,Усть-Лабинск,9:00,20:10,670,349,1200,600
Нефтекумск,Краснодар,9:00,21:00,720,349,1250,625
Нефтекумск,Абинск,9:00,22:50,830,349,1250,625
Нефтекумск,Крымск,9:00,23:10,850,349,1250,625
Нефтекумск,Анапа,9:00,0:40,940,349,1500,750
Нефтекумск,Витязево,9:00,1:10,970,349,1500,750
Нефтекумск,Виноградный,9:00,1:35,995,349,1500,750
Нефтекумск,Благовещенская,9:00,1:35,995,349,1500,750
Нефтекумск,Тамань,9:00,2:00,1020,349,1750,875
Нефтекумск,Керчь,9:00,2:30,1050,349,1750,875
Нефтекумск,Приморский,9:00,3:30,1110,349,2300,1150
Нефтекумск,Береговое,9:00,3:50,1130,349,2300,1150
Нефтекумск,Феодосия,9:00,4:35,1175,349,2300,1150
Нефтекумск,Симферополь,9:00,7:35,1355,349,2500,1250
Нефтекумск,Алушта,9:00,8:45,1425,349,2650,1325
Нефтекумск,Партенит,9:00,9:15,1455,349,2650,1325
Нефтекумск,Гурзуф,9:00,9:35,1475,349,2650,1325
Нефтекумск,Ялта,9:00,10:20,1520,349,2700,1350
Нефтекумск,Алупка,9:00,11:05,1565,349,2900,1450
Нефтекумск,Симеиз,9:00,11:20,1580,349,2900,1450
Нефтекумск,Кацивели,9:00,11:35,1595,349,2900,1450
